Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.31636168896895,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04540300954928
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2677.24983283563,2569.70165067457,2346.84601909898,2300.97461359713,2298.74831182791
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,77792944471.9494,69309110145.7687,50241368243.6314,65685435100.4986,106713618735.434
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2487.50099555267,2142.23875712854,1502.95075414518,1903.71740495688,2998.50115810921
Angola,AGO,Gini index,SI.POV.GINI,51.3,..,..,..,..
Angola,AGO,GNI (constant 2015 US$),NY.GNP.MKTP.KD,76563905060.5693,74287067033.2206,71173452877.1252,71391636813.1108,..
Angola,AGO,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,-3.54434264480486,-2.97377468605799,-4.19132734733358,0.306552411279284,..
Angola,AGO,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,2448.20132923803,2296.09980300239,2129.12582631248,2069.09646501599,..
Angola,AGO,GNI (current US$),NY.GNP.MKTP.CD,71783442934.3182,63042950935.8768,45728623871.6768,60361495232.2451,98720024001.3785
Angola,AGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Angola,AGO,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.360190957784653,..,0.362405389547348,..,..
Angola,AGO,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.74,0.65,0.59,0.52,..
Angola,AGO,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,214.247213069016,227.253732950003,251.582321424507,254.873117098939,..
Angola,AGO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,355,351,329,325,..
Angola,AGO,Income share held by highest 10%,SI.DST.10TH.10,39.6,..,..,..,..
Angola,AGO,Income share held by lowest 10%,SI.DST.FRST.10,1.3,..,..,..,..
Angola,AGO,Income share held by second 20%,SI.DST.02ND.20,7.7,..,..,..,..
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,19.6305943641961,17.0797044074954,22.2715643068877,25.7542656453085,..
Angola,AGO,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,75.02,..,76.37,..
Angola,AGO,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,77.735,77.68,76.932,76.937,..
Angola,AGO,"Labor force, total",SL.TLF.TOTL.IN,13153405,13629799,13979133,14470377,15042938
Angola,AGO,Land area (sq. km),AG.LND.TOTL.K2,1246700,1246700,1246700,..,..
Angola,AGO,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.717,64.922,64.982,64.307,..
Angola,AGO,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,59.582,59.977,59.584,59.029,..
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.144,62.448,62.261,61.643,..
Angola,AGO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,82.6399993896484,..
Angola,AGO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,62.4000015258789,..
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,72.2799987792969,..
Angola,AGO,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,34015.56609,35023.4996,32703.23811,..,..
Angola,AGO,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,26,26.1,..,..,..
Angola,AGO,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..,..,..,..,..
Angola,AGO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,28.50920176,28.4208104,..,..,..
Angola,AGO,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,..,..,..,..,..
Angola,AGO,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..
Angola,AGO,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,..,..,..,..,..
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,25.085050934467,25.9513820486083,26.8135766423358,..,..
Angola,AGO,Population in largest city,EN.URB.LCTY,7774200,8044735,8329798,8631876,8952496
Angola,AGO,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,7774200,8044735,8329798,8631876,8952496
Angola,AGO,Population growth (annual %),SP.POP.GROW,3.46445698360985,3.39527779197097,3.26834840458456,3.16602986153025,3.09675267067326
Angola,AGO,"Population, total",SP.POP.TOTL,31273533,32353588,33428486,34503774,35588987
Angola,AGO,"Population, female",SP.POP.TOTL.FE.IN,15828040,16370553,16910989,17452283,17998220
Angola,AGO,"Population, male",SP.POP.TOTL.MA.IN,15445494,15983035,16517497,17051491,17590767
Angola,AGO,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,11.9,..,..,..,..
Angola,AGO,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,44.5,..,..,..,..
Angola,AGO,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,24.5,..,..,..,..
Angola,AGO,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..
Angola,AGO,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..
Angola,AGO,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..
Angola,AGO,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..
Angola,AGO,Rural population,SP.RUR.TOTL,10784991,10942954,11089900,11227528,11359649
Angola,AGO,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..,..,..,..,..
Angola,AGO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,85.0241622924805,..,..,..,..
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,9.01266860961914,10.6302900314331,..,..,..
Angola,AGO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.522,9.481,10.35,10.384,10.209
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,16.5,..,15.8,..
Angola,AGO,Urban population,SP.URB.TOTL,20488542,21410634,22338586,23276246,24229338
Angola,AGO,Urban population growth (annual %),SP.URB.GROW,4.50011517052617,4.40219114365749,4.24277826050856,4.11178584659054,4.01308573880927
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.514,66.177,66.825,67.46,68.081
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Antigua and Barbuda,ATG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Antigua and Barbuda,ATG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Antigua and Barbuda,ATG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..
Antigua and Barbuda,ATG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..
Antigua and Barbuda,ATG,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,..,..,..,..,..
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),SP.POP.DPND,40.5673258364911,40.4816006588077,40.6215855287119,40.8716546023303,41.1738135389063
Antigua and Barbuda,ATG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.816,11.485,12.16,12.115,..
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,113.807620427883,115.436612610656,116.159233923762,118.555594720979,127.484109443389
Antigua and Barbuda,ATG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.787,5.865,5.961,6.365,..
Antigua and Barbuda,ATG,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,59.85514,60.28342,..,..,..
Antigua and Barbuda,ATG,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,113,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1553760051.89993,1621256318.17727,1337501037.50621,1425172890.58393,1545724464.81893
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.82376223109907,4.34405983052592,-17.5021850332755,6.55489981833459,8.45873332502183
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,16957.632679588,17599.9687156255,14433.8797969677,15288.4378783717,16485.441643494
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1604770370.37037,1675403703.7037,1416348148.14815,1560518518.51852,1757603703.7037
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,17514.3558637327,18187.7797117112,15284.7723835378,16740.3481963818,18745.1735087796
Antigua and Barbuda,ATG,Gini index,SI.POV.GINI,..,..,..,..,..
Antigua and Barbuda,ATG,GNI (constant 2015 US$),NY.GNP.MKTP.KD,..,..,..,..,..
Antigua and Barbuda,ATG,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..,..,..,..,..
Antigua and Barbuda,ATG,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..
Antigua and Barbuda,ATG,GNI (current US$),NY.GNP.MKTP.CD,1524543443.8542,1595131394.9109,1396378127.15274,1497271048.73284,1699555523.67559
Antigua and Barbuda,ATG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.578216969966888,..,0.595703899860382,..,..
Antigua and Barbuda,ATG,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,..,..,..,..,..
Antigua and Barbuda,ATG,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,..,..,..,..,..
Antigua and Barbuda,ATG,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,6.3,0,2.5,4.9,..
Antigua and Barbuda,ATG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..
Antigua and Barbuda,ATG,Income share held by lowest 10%,SI.DST.FRST.10,..,..,..,..,..
Antigua and Barbuda,ATG,Income share held by second 20%,SI.DST.02ND.20,..,..,..,..,..
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.20715793367003,1.43135598182989,0.625989707046698,2.06299638545331,7.53107834634288
Antigua and Barbuda,ATG,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..
Antigua and Barbuda,ATG,Land area (sq. km),AG.LND.TOTL.K2,440,440,440,..,..
Antigua and Barbuda,ATG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81,81.171,81.316,80.941,..
Antigua and Barbuda,ATG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.724,75.909,76.061,75.775,..
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.511,78.691,78.841,78.497,..
Antigua and Barbuda,ATG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,202.304955,203.200389,204.865822,..,..
Antigua and Barbuda,ATG,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,0,0,..,..,..
Antigua and Barbuda,ATG,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..,..,..,..,..
Antigua and Barbuda,ATG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.5653142,17.59200058,..,..,..
Antigua and Barbuda,ATG,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,208.240909090909,209.356818181818,210.6,..,..
Antigua and Barbuda,ATG,Population in largest city,EN.URB.LCTY,..,..,..,..,..
Antigua and Barbuda,ATG,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,0.554872965946274,0.534443400511753,0.592053942582792,0.597151594527623,0.581875832853236
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,91626,92117,92664,93219,93763
Antigua and Barbuda,ATG,"Population, female",SP.POP.TOTL.FE.IN,47910,48156,48428,48709,48981
Antigua and Barbuda,ATG,"Population, male",SP.POP.TOTL.MA.IN,43715,43961,44236,44511,44782
Antigua and Barbuda,ATG,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..,..,..
Antigua and Barbuda,ATG,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..,..,..,..,..
Antigua and Barbuda,ATG,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..,..,..,..,..
Antigua and Barbuda,ATG,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..
Antigua and Barbuda,ATG,Rural population,SP.RUR.TOTL,69087,69543,70023,70492,70935
Antigua and Barbuda,ATG,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,70.2536010742188,..,..,..,..
Antigua and Barbuda,ATG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,111.19603729248,..,..,..,..
Antigua and Barbuda,ATG,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.021270751953,102.22061920166,..,..,..
Antigua and Barbuda,ATG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..
Antigua and Barbuda,ATG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,Urban population,SP.URB.TOTL,22539,22574,22641,22727,22828
Antigua and Barbuda,ATG,Urban population growth (annual %),SP.URB.GROW,0.0932152674194362,0.15516594783013,0.296362043740651,0.37912230210342,0.443420768258624
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.599,24.506,24.433,24.38,24.346
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9937362670898,100,100,100,..
Argentina,ARG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Argentina,ARG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.9229553144899,100,100,100,..
Argentina,ARG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-5.60447732716968,-4.2380086726865,-7.21329749070472,..,..
Argentina,ARG,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,436649416740.588,371323128176.697,327255215138.132,..,..
Argentina,ARG,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,493293721660.99,472387890955.179,438313147070.516,..,..
Argentina,ARG,Age dependency ratio (% of working-age population),SP.POP.DPND,55.4071736223346,55.1353088624017,54.7600781645305,54.2701483886344,53.7791066729999
Argentina,ARG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.187,14.783,14.125,13.902,..
Argentina,ARG,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.68,7.6,8.509,8.955,..
Argentina,ARG,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,58.18388,58.96151,..,..,..
Argentina,ARG,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,126,..,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..,..,..,..,..
Argentina,ARG,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..,..,..,..,..
Argentina,ARG,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.615997,2.400571,1.758828,2.095353,..
Argentina,ARG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.911271,3.792175,2.933028,3.138541,..
Argentina,ARG,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.863055,4.833288,3.810509,3.888185,..
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,583118120294.002,571450737224.442,514630046744.607,568142562825.363,597930530213.47
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.61739646282038,-2.00086100285785,-9.94323513446069,10.3982494646904,5.2430444992488
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13105.397163317,12716.2242038544,11341.2683655863,12402.4907912317,12932.4695302972
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,524819898586.906,447754686715.081,385540406815.599,487227125385.641,632770284408.51
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,11795.1628852236,9963.67423069626,8496.428156755,10636.1155301986,13686.0086737317
Argentina,ARG,Gini index,SI.POV.GINI,41.3,42.9,42.3,42,..
Argentina,ARG,GNI (constant 2015 US$),NY.GNP.MKTP.KD,561485178677.79,548530854224.351,501054723784.068,556197506461.144,586773393778.83
Argentina,ARG,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,-3.68789011663334,-2.30715341123422,-8.65514311084952,11.0053413448789,5.49730751441648
Argentina,ARG,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,12619.2035743605,12206.1988386394,11042.0993181922,12141.7315007796,12691.1549967596
Argentina,ARG,GNI (current US$),NY.GNP.MKTP.CD,506094051064.261,430166795048.658,375535962532.399,477411685261.256,621442333563.502
Argentina,ARG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Argentina,ARG,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.61736673116684,..,0.602144718170166,..,..
Argentina,ARG,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.13,0.12,0.12,0.11,..
Argentina,ARG,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,0,0,0,..,..
Argentina,ARG,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,27,29,28,30,..
Argentina,ARG,Income share held by highest 10%,SI.DST.10TH.10,29.8,31,30.3,30.8,..
Argentina,ARG,Income share held by lowest 10%,SI.DST.FRST.10,1.8,1.7,1.7,1.8,..
Argentina,ARG,Income share held by second 20%,SI.DST.02ND.20,10,9.5,9.5,9.9,..
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Argentina,ARG,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,59.6,60.29,56.02,60.36,..
Argentina,ARG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,67.385,68.081,63.66,68.699,..
Argentina,ARG,"Labor force, total",SL.TLF.TOTL.IN,20103008,20607477,19406591,21191985,21424676
Argentina,ARG,Land area (sq. km),AG.LND.TOTL.K2,2736690,2736690,2736690,..,..
Argentina,ARG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.329,80.681,79.285,78.647,..
Argentina,ARG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.631,73.857,72.546,72.182,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.999,77.284,75.892,75.39,..
